nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año,postulacion,empresa
"Felipe Quintín, Sepúlveda Cisternas",Hombre,18,21.903.649-4,felipe.sepúlveda@usach.cl,Universidad de Santiago de Chile,+56 9 4758-5813,Ciencias Sociales y Humanidades,Trabajo Social,1,Practicante en Trabajo Social de Salud,Banco BCI
"Félix Nicolás, Valdés Toledo",Hombre,21,20.330.464-8,f.valdés93@udec.cl,Universidad de Concepción,+56 9 9691-2264,Ciencias de la Salud,Enfermería,3,Practicante en Cuidados Intensivos,Hospital San Juan de Dios
"Marco Maximiliano, Flores Ortega",Hombre,25,19.815.185-7,marco.f90@udec.cl,Universidad de Concepción,+56 9 1110-6291,Ciencias Sociales y Humanidades,Psicología,6,Practicante en Neuropsicología,Banco Itaú
"Rodrigo Maximiliano, Torres Riquelme",Hombre,25,19.709.658-K,rodrigo.torres@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0857-9570,Ciencias Sociales y Humanidades,Derecho,4,Practicante en Derecho Familiar,Universidad Católica de Chile
"Yerko Alejandro, Osorio Ovalle",Hombre,23,20.710.479-8,y.osorio@ug.uchile.cl,Universidad de Chile,+56 9 1733-2305,Ciencias de la Salud,Enfermería,3,Practicante en Cuidados Intensivos,Clínica Alemana Norte
"Valeria Bárbara, Catalán Barrios",Mujer,19,21.102.105-0,valeria.catalán@usach.cl,Universidad de Santiago de Chile,+56 9 9513-2112,Ingeniería y Tecnología,Ingeniería Civil Industrial,3,Practicante en Calidad,Amazon
"Luis Tobías, Lara Montes",Hombre,19,21.604.222-K,l.lara@uv.cl,Universidad de Valparaíso,+56 9 2770-1747,Ingeniería y Tecnología,Ingeniería Civil Industrial,1,Practicante en Optimización de Procesos,Intel
"Jacinto Alberto, Gutiérrez Sepúlveda",Hombre,19,21.672.057-0,jacinto.gutiérrez@ug.uchile.cl,Universidad de Chile,+56 9 5303-6000,Ciencias Naturales,Química,3,Practicante en Química Inorgánica,Laboratorio Pfizer
"Antonella Ana, Lara Avendaño",Mujer,25,19.192.538-7,a.lara59@uai.cl,Universidad Adolfo Ibáñez,+56 9 5257-9100,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Amazon
"Mario Daniel, Lara Pérez",Hombre,27,19.457.238-2,m.lara@ug.uchile.cl,Universidad de Chile,+56 9 4338-2248,Ciencias Sociales y Humanidades,Sociología,5,Practicante en Investigación Social,Banco Santander
"Jacinto Nemesio, Pizarro Vergara",Hombre,27,19.728.721-2,j.pizarro@uv.cl,Universidad de Valparaíso,+56 9 8229-3966,Ciencias Sociales y Humanidades,Psicología,5,Practicante en Psicoterapia,Banco BCI
"Yolanda Sofía, Medina Ovalle",Mujer,24,19.064.931-7,y.medina@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6975-8871,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicología Forense,Banco Santander
"Jacinto Ignacio, Peña Cáceres",Hombre,29,18.202.068-3,jacinto.p9@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9690-4568,Ingeniería y Tecnología,Ingeniería Civil,8,Practicante en Hidrología,IBM
"Clemente Adolfo, Mendoza Toro",Hombre,21,20.352.239-5,c.mendoza@uai.cl,Universidad Adolfo Ibáñez,+56 9 8598-1935,Ciencias de la Salud,Enfermería,3,Practicante en Cuidados Intensivos,Clínica Indisa
"Gabriela Emiliana, Aravena Escobar",Mujer,30,18.957.314-6,g.aravena44@ua.cl,Universidad Austral de Chile,+56 9 8593-4618,Ciencias Sociales y Humanidades,Psicología,6,Practicante en Psicología Organizacional,Banco BCI
"Francisca Montserrat, Sandoval Vásquez",Mujer,26,19.507.865-K,f.sandoval@ug.uchile.cl,Universidad de Chile,+56 9 6376-3210,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Internet de las Cosas,Adobe
"Isabel Cecilia, Quinteros Campos",Mujer,26,19.529.578-1,i.quinteros84@userena.cl,Universidad de La Serena,+56 9 8773-4888,Arte y Diseño,Arte Digital,4,Practicante en Realidad Virtual,Agencia Young & Rubicam
"Ivonne Diana, Santos Pérez",Mujer,22,20.206.468-5,ivonne.s80@udec.cl,Universidad de Concepción,+56 9 3931-1133,Ciencias de la Salud,Odontología,3,Practicante en Periodoncia,Clínica Las Condes
"Ximena Eugenia, Villanueva Donoso",Mujer,26,19.252.278-1,ximena.v20@udec.cl,Universidad de Concepción,+56 9 6719-7435,Ingeniería y Tecnología,Ingeniería Civil Industrial,5,Practicante en Calidad,Google
"Claudia Cecilia, Tapia Ortega",Mujer,26,19.971.928-6,c.tapia@ug.uchile.cl,Universidad de Chile,+56 9 9181-0409,Ciencias de la Salud,Odontología,5,Practicante en Ortodoncia,Clínica Santa María
"Raúl Sergio, Muñoz Gómez",Hombre,21,20.394.310-8,r.muñoz40@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4679-1711,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Trabajo Social de Salud,Universidad Católica de Chile
"Beatriz Patricia, Bustos Quinteros",Mujer,23,20.080.666-9,beatriz.bustos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8711-5697,Ciencias de la Salud,Odontología,4,Practicante en Ortodoncia,Clínica Alemana
"Paula Sofía, Mora Cáceres",Mujer,28,18.507.255-4,paula.m20@ua.cl,Universidad Austral de Chile,+56 9 8117-4110,Ciencias de la Salud,Medicina,6,Practicante en Cirugía,Hospital San Juan de Dios
"Javiera Elena, Castro Muñoz",Mujer,20,20.270.471-1,j.castro@ug.uchile.cl,Universidad de Chile,+56 9 0077-5205,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicoterapia,Banco BCI
"Jacinto Urbano, Toledo Cuevas",Hombre,22,20.509.388-8,j.toledo@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1523-4324,Ciencias Naturales,Química,2,Practicante en Química Orgánica,Laboratorio Roche
"Xavier Marcelo, Gómez Catalán",Hombre,28,18.497.326-7,xavier.g24@userena.cl,Universidad de La Serena,+56 9 8957-4229,Ciencias Sociales y Humanidades,Sociología,6,Practicante en Investigación Social,Universidad de Chile
"Mario Felipe, Romero Contreras",Hombre,22,20.101.695-6,m.romero@usach.cl,Universidad de Santiago de Chile,+56 9 6009-5639,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Ciberseguridad,Facebook
"Juan Yerko, Ovalle Riquelme",Hombre,19,21.257.642-7,juan.ovalle@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7039-4725,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3,Practicante en Energías Renovables,Cisco
"Osvaldo Iván, Valdés Pavez",Hombre,25,19.247.915-9,osvaldo.valdés@udec.cl,Universidad de Concepción,+56 9 3974-1559,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Ciberseguridad,Apple
"Kelvin Ignacio, Hernández Fernández",Hombre,30,18.866.904-1,kelvin.hernández@udp.cl,Universidad Diego Portales,+56 9 7830-2177,Ciencias de la Salud,Medicina,6,Practicante en Ginecología,Clínica Alemana Norte
"Luis Sebastián, Lillo Vergara",Hombre,24,19.123.577-9,l.lillo@uai.cl,Universidad Adolfo Ibáñez,+56 9 2130-0064,Arte y Diseño,Arquitectura,5,Practicante en Restauración Patrimonial,Agencia McCann
"René Flavio, Lagos Carvajal",Hombre,23,20.660.543-5,rené.lagos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3902-8860,Ciencias Sociales y Humanidades,Derecho,4,Practicante en Derecho Penal,Universidad Católica de Chile
"Rubén Ramón, Ramírez Pérez",Hombre,20,20.681.623-9,r.ramírez96@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7914-1724,Ciencias de la Salud,Enfermería,4,Practicante en Atención Primaria,Clínica Las Condes
"Ulises Salvador, Ávila Rodríguez",Hombre,26,19.274.832-1,u.ávila73@ug.uchile.cl,Universidad de Chile,+56 9 8819-3931,Ciencias Naturales,Biología,5,Practicante en Microbiología,Laboratorio Pasteur
"Clemente Mauricio, Toro Aguilera",Hombre,28,18.020.284-9,clemente.toro@ug.uchile.cl,Universidad de Chile,+56 9 9944-1810,Arte y Diseño,Diseño Gráfico,7,Practicante en Diseño Editorial,Agencia BBDO
"Valerie Delfina, Rivas Reyes",Mujer,18,21.393.640-8,valerie.rivas@udp.cl,Universidad Diego Portales,+56 9 4781-2594,Ingeniería y Tecnología,Ingeniería Civil en Computación,1,Practicante en Redes,Google
"Emiliana Violeta, Ríos Villanueva",Mujer,25,19.789.529-0,e.ríos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6891-4036,Ciencias Naturales,Física,4,Practicante en Nanotecnología,Laboratorio Recalcine
"Renata Julieta, Navarro Oyarzún",Mujer,29,18.391.080-1,r.navarro23@udec.cl,Universidad de Concepción,+56 9 9200-2228,Ingeniería y Tecnología,Ingeniería Civil Industrial,8,Practicante en Gestión de Proyectos,SpaceX
"Julio Oscar, Álvarez Fuentes",Hombre,18,21.504.373-K,julio.á58@ua.cl,Universidad Austral de Chile,+56 9 3742-3188,Ciencias de la Salud,Medicina,2,Practicante en Cardiología,Clínica Santa María
"Rodrigo Urbano, Vergara Escobar",Hombre,30,18.624.601-2,r.vergara@userena.cl,Universidad de La Serena,+56 9 1478-9703,Ciencias Naturales,Física,6,Practicante en Óptica y Fotónica,Laboratorio Pasteur
"Rita Carolina, Silva Ramírez",Mujer,28,18.762.377-2,r.silva78@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6943-2829,Ingeniería y Tecnología,Ingeniería Civil,7,Practicante en Obras Civiles,Intel
"Benjamín Leandro, Pérez Orellana",Hombre,24,19.055.081-1,b.pérez57@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7809-7876,Ciencias de la Salud,Odontología,4,Practicante en Ortodoncia,Clínica Alemana
"Celia Antonella, Rojas Fariña",Mujer,23,20.037.914-0,c.rojas3@udec.cl,Universidad de Concepción,+56 9 6182-0815,Ciencias de la Salud,Odontología,2,Practicante en Endodoncia,Clínica Los Coihues
"Emilia Rita, Ibarra Núñez",Mujer,29,18.928.484-5,e.ibarra8@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 7317-4755,Arte y Diseño,Arquitectura,6,Practicante en Estudio de Arquitectura,Agencia JWT
"Víctor Patricio, Venegas Morales",Hombre,19,21.279.062-5,víctor.venegas@uai.cl,Universidad Adolfo Ibáñez,+56 9 4119-3951,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Ingeniería Estructural,IBM
"Marisol Daniela, Vidal Cádiz",Mujer,21,20.833.420-1,m.vidal@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 3735-8461,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Automatización,Oracle
"Susana Josefina, Lillo Orellana",Mujer,26,19.361.857-6,s.lillo34@udec.cl,Universidad de Concepción,+56 9 2660-5596,Ciencias de la Salud,Kinesiología,4,Practicante en Terapia Respiratoria,Clínica Dávila
"Joaquín Clemente, Suárez González",Hombre,26,19.024.800-8,j.suárez58@uv.cl,Universidad de Valparaíso,+56 9 8361-4217,Ciencias Sociales y Humanidades,Derecho,5,Practicante en Derechos Humanos,Banco de Chile
"Andrés Pascual, Avendaño Bravo",Hombre,29,18.000.133-0,a.avendaño@ua.cl,Universidad Austral de Chile,+56 9 1455-6998,Ciencias Sociales y Humanidades,Trabajo Social,6,Practicante en Trabajo Social Penitenciario,Universidad de Chile
"Marcelo Marco, Lara Guzmán",Hombre,19,21.371.981-3,m.lara@ug.uchile.cl,Universidad de Chile,+56 9 3310-4861,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Automatización,Apple
"Feliciano Teobaldo, Pavez Toledo",Hombre,28,18.823.271-5,feliciano.pavez@usach.cl,Universidad de Santiago de Chile,+56 9 8960-4694,Ciencias Naturales,Geología,7,Practicante en Petrología,Laboratorio Pfizer
"Juan Rafael, Cisternas Vásquez",Hombre,29,18.532.775-6,juan.cisternas@udp.cl,Universidad Diego Portales,+56 9 1719-3954,Ciencias Naturales,Geología,6,Practicante en Petrología,Laboratorio Pasteur
"Franco Cristián, Montes Torres",Hombre,24,19.733.582-0,franco.montes@udec.cl,Universidad de Concepción,+56 9 3130-5095,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Redes,Netflix
"Alicia Margarita, López Gutiérrez",Mujer,21,20.069.352-1,alicia.lópez@usach.cl,Universidad de Santiago de Chile,+56 9 0280-2765,Ciencias de la Salud,Kinesiología,2,Practicante en Neurorehabilitación,Clínica Dávila
"Federico Elias, Mendoza Soto",Hombre,25,19.861.858-0,federico.m79@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5575-3994,Arte y Diseño,Arte Digital,6,Practicante en Realidad Virtual,Agencia Ogilvy
"Lourdes Luz, Villalobos Reyes",Mujer,26,19.630.603-K,l.villalobos@udec.cl,Universidad de Concepción,+56 9 4383-2157,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Logística,Adobe
"Antonio Eugenio, Gutiérrez Baeza",Hombre,29,18.500.671-8,antonio.gutiérrez@userena.cl,Universidad de La Serena,+56 9 1744-2034,Ciencias Sociales y Humanidades,Sociología,7,Practicante en Estudios de Género,Banco Itaú
"Romina Patricia, Núñez Toro",Mujer,20,20.997.468-0,r.núñez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8649-6097,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Logística,Apple
"Mauricio Franco, Sanchez Lillo",Hombre,28,18.702.179-8,m.sanchez44@udec.cl,Universidad de Concepción,+56 9 2407-5105,Ciencias de la Salud,Medicina,8,Practicante en Cardiología,Clínica Dávila
"Ximeno Nemesio, Orellana Baeza",Hombre,20,20.138.290-8,ximeno.o31@udec.cl,Universidad de Concepción,+56 9 2326-5873,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Energía Renovable,Intel
"Elisa Victoria, Pizarro Orellana",Mujer,27,19.589.435-K,e.pizarro59@userena.cl,Universidad de La Serena,+56 9 5187-6426,Ingeniería y Tecnología,Ingeniería Civil,5,Practicante en Vías y Transporte,Apple
"Lucía Mónica, Torres Campos",Mujer,22,20.337.615-9,lucía.t40@ug.uchile.cl,Universidad de Chile,+56 9 1552-6510,Ciencias Sociales y Humanidades,Derecho,3,Practicante en Propiedad Intelectual,Universidad de Chile
"Ruth Isabel, Figueroa Espinoza",Mujer,24,19.881.270-3,r.figueroa94@ua.cl,Universidad Austral de Chile,+56 9 2055-3007,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Diseño Mecánico,Amazon
"Nicolás Sebastián, Martínez Cortés",Hombre,26,19.978.963-3,n.martínez@ug.uchile.cl,Universidad de Chile,+56 9 3862-6407,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Trabajo Social Penitenciario,Banco Santander
"Iván Víctor, Lillo Pavez",Hombre,28,18.441.188-9,iván.l91@usach.cl,Universidad de Santiago de Chile,+56 9 7316-5460,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Mecánica de Fluidos,Cisco
"Héctor Roberto, Catalán Mendoza",Hombre,26,19.926.432-7,h.catalán2@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7315-6099,Ciencias Naturales,Física,5,Practicante en Física Nuclear,Laboratorio Chile
"Álvaro Benjamín, Cádiz Álvarez",Hombre,29,18.776.181-1,á.cádiz46@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9500-3855,Ingeniería y Tecnología,Ingeniería Civil en Computación,8,Practicante en Inteligencia Artificial,Microsoft
"Marcela Pamela, Tapia Espinoza",Mujer,18,21.585.655-K,m.tapia@udec.cl,Universidad de Concepción,+56 9 9925-2019,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3,Practicante en Robótica,Intel
"Ulises Ignacio, Mora Lara",Hombre,30,18.653.698-9,u.mora91@userena.cl,Universidad de La Serena,+56 9 7594-5040,Arte y Diseño,Arquitectura,7,Practicante en Diseño de Interiores,Agencia BBDO
"Juan Urbano, Cortés Bustos",Hombre,26,19.130.396-5,j.cortés4@udec.cl,Universidad de Concepción,+56 9 8794-1762,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Energía Renovable,Intel
"Miguel Franco, Jiménez Díaz",Hombre,20,20.389.987-6,m.jiménez32@ug.uchile.cl,Universidad de Chile,+56 9 1011-0771,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Desarrollo de Software,Intel
"Oscar Pablo, Ortega Pizarro",Hombre,26,19.079.136-4,o.ortega82@udp.cl,Universidad Diego Portales,+56 9 3608-5753,Arte y Diseño,Arquitectura,4,Practicante en Restauración Patrimonial,Agencia Ogilvy
"Hugo Elias, Contreras Villalobos",Hombre,27,19.746.426-0,h.contreras29@usach.cl,Universidad de Santiago de Chile,+56 9 1452-7248,Ciencias Sociales y Humanidades,Derecho,6,Practicante en Propiedad Intelectual,Banco Santander
"Fernando Eugenio, Villalobos Gómez",Hombre,21,20.865.829-4,fernando.villalobos@uai.cl,Universidad Adolfo Ibáñez,+56 9 0725-4256,Ciencias de la Salud,Odontología,3,Practicante en Clínica Odontológica,Clínica Los Coihues
"Emiliana Isabella, Cáceres Vergara",Mujer,20,20.536.405-3,e.cáceres51@ua.cl,Universidad Austral de Chile,+56 9 7406-1256,Arte y Diseño,Arquitectura,4,Practicante en Restauración Patrimonial,Agencia DDB
"Camilo Diego, Morales Oyarzún",Hombre,22,20.590.585-6,camilo.morales@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8408-0026,Ciencias de la Salud,Enfermería,4,Practicante en Cirugía,Hospital San Juan de Dios
"Yago Hernán, Herrera Salazar",Hombre,23,20.090.975-5,yago.h51@ug.uchile.cl,Universidad de Chile,+56 9 5346-7721,Ingeniería y Tecnología,Ingeniería Civil en Computación,3,Practicante en Internet de las Cosas,Apple
"Iván Nelson, Rojas Suárez",Hombre,24,19.325.678-K,i.rojas19@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8210-8416,Ciencias Sociales y Humanidades,Derecho,5,Practicante en Propiedad Intelectual,Universidad de Chile
"Celia Ximena, Fuentes Montes",Mujer,29,18.396.516-6,c.fuentes@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2716-5338,Ingeniería y Tecnología,Ingeniería Civil en Computación,6,Practicante en Internet de las Cosas,SpaceX
"Fernando Waldo, Cádiz Sandoval",Hombre,25,19.752.873-5,f.cádiz66@ug.uchile.cl,Universidad de Chile,+56 9 4428-7094,Ingeniería y Tecnología,Ingeniería Civil Industrial,5,Practicante en Gestión de Proyectos,Cisco
"Hugo Felipe, Herrera Hernández",Hombre,22,20.369.385-2,hugo.h49@uv.cl,Universidad de Valparaíso,+56 9 2214-8633,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Sistemas de Control,Adobe
"Diego Armando, Rivas Carrasco",Hombre,22,20.147.471-0,d.rivas33@ug.uchile.cl,Universidad de Chile,+56 9 4964-2428,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Redes,Amazon
"Antonia Bárbara, Espinoza Vargas",Mujer,26,19.994.725-7,antonia.e74@ug.uchile.cl,Universidad de Chile,+56 9 5469-8013,Ingeniería y Tecnología,Ingeniería Civil,6,Practicante en Vías y Transporte,Adobe
"Zaqueo Miguel, Aravena Jiménez",Hombre,28,18.882.949-8,z.aravena@udec.cl,Universidad de Concepción,+56 9 7928-9508,Ciencias Sociales y Humanidades,Derecho,8,Practicante en Derecho Corporativo,Universidad de Santiago de Chile
"Carlos Elias, Villanueva Escobar",Hombre,27,19.069.444-5,c.villanueva20@ug.uchile.cl,Universidad de Chile,+56 9 0064-1593,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Energías Renovables,Netflix
"César Ernesto, Sepúlveda Gutiérrez",Hombre,22,20.960.735-5,c.sepúlveda46@usach.cl,Universidad de Santiago de Chile,+56 9 9984-8722,Ciencias Sociales y Humanidades,Psicología,3,Practicante en Neuropsicología,Banco de Chile
"Elisa Rocio, Toro Pérez",Mujer,22,20.259.571-5,elisa.toro@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3342-8419,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Electrónica de Potencia,IBM
"Sergio Zenón, Rojas Venegas",Hombre,27,19.062.046-1,s.rojas@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8574-8867,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Mecánica de Fluidos,IBM
"Beatriz Catalina, Toledo Ramírez",Mujer,26,19.992.152-7,b.toledo@ug.uchile.cl,Universidad de Chile,+56 9 3017-7140,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Desarrollo de Software,Netflix
"Ángela Eva, Peña Araya",Mujer,23,20.925.101-8,á.peña1@udec.cl,Universidad de Concepción,+56 9 1946-1710,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Logística,Facebook
"Elena Francisca, Lara Silva",Mujer,24,19.016.696-5,e.lara52@ug.uchile.cl,Universidad de Chile,+56 9 9447-4296,Ciencias Naturales,Geología,4,Practicante en Mineralogía,Laboratorio Recalcine
