nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año
"Alicia Andrea, Orellana Hernández",F,30,18.222.250-8,alicia.o85@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8707-3261,Ciencias Sociales y Humanidades,Sociología,6
"Nicolás Rafael, Cáceres Aguilera",M,27,19.793.312-5,nicolás.cáceres@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1747-5587,Ciencias Sociales y Humanidades,Psicología,4
"Iván Antonio, Martínez Fernández",M,24,19.644.127-1,i.martínez41@udec.cl,Universidad de Concepción,+56 9 0729-0848,Ciencias Sociales y Humanidades,Sociología,6
"Adolfo Nemesio, López Fuentes",M,23,20.730.450-8,adolfo.lópez@ua.cl,Universidad Austral de Chile,+56 9 0627-3420,Ciencias Sociales y Humanidades,Derecho,3
"Marcelo Zenón, Avendaño Toledo",M,19,21.942.757-3,m.avendaño@uai.cl,Universidad Adolfo Ibáñez,+56 9 4024-4178,Ciencias Sociales y Humanidades,Sociología,2
"Raquel Rosa, Bustos Leiva",F,23,20.757.488-0,r.bustos83@userena.cl,Universidad de La Serena,+56 9 0267-4463,Arte y Diseño,Arte Digital,3
"Yerko Daniel, Sanchez Sepúlveda",M,23,20.533.135-0,y.sanchez28@ug.uchile.cl,Universidad de Chile,+56 9 6547-8150,Ciencias de la Salud,Medicina,4
"Belen Patricia, Cisternas Herrera",F,22,20.083.501-1,b.cisternas@ug.uchile.cl,Universidad de Chile,+56 9 6184-7850,Ingeniería y Tecnología,Ingeniería Civil,3
"Victoria Ingrid, Leiva Contreras",F,23,20.348.943-8,v.leiva11@usach.cl,Universidad de Santiago de Chile,+56 9 9433-7830,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Josefina Wendy, Vidal Martínez",F,28,18.295.611-5,j.vidal@udec.cl,Universidad de Concepción,+56 9 3611-6368,Ingeniería y Tecnología,Ingeniería Civil Mecánica,7
"Luciano Víctor, López Herrera",M,29,18.702.556-6,l.lópez66@udp.cl,Universidad Diego Portales,+56 9 0710-3549,Ciencias de la Salud,Kinesiología,8
"Pedro Alejandro, Barrios Sáez",M,20,20.448.382-K,p.barrios97@ua.cl,Universidad Austral de Chile,+56 9 5939-0569,Ciencias Sociales y Humanidades,Trabajo Social,3
"Claudia Renata, Lara Vidal",F,23,20.757.638-2,c.lara@uai.cl,Universidad Adolfo Ibáñez,+56 9 8842-0494,Ciencias Naturales,Biología,3
"Roberto Raúl, Sandoval González",M,28,18.090.889-4,roberto.s9@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6846-9384,Arte y Diseño,Diseño Gráfico,8
"Guillermo Pascual, Hernández Fernández",M,21,20.969.610-9,guillermo.h92@ug.uchile.cl,Universidad de Chile,+56 9 8976-9486,Ingeniería y Tecnología,Ingeniería Civil,3
"Olga Margarita, Salazar Silva",F,30,18.429.920-5,o.salazar18@udp.cl,Universidad Diego Portales,+56 9 0650-9579,Ingeniería y Tecnología,Ingeniería Civil Mecánica,7
"Clemente Mario, Vásquez Bustos",M,24,19.827.166-5,clemente.v76@udec.cl,Universidad de Concepción,+56 9 8957-3068,Ingeniería y Tecnología,Ingeniería Civil,4
"Marcelo Javier, Leiva Hernández",M,25,19.985.648-4,m.leiva@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2814-4555,Ciencias Naturales,Geología,5
"Antonio Gaspar, Rodríguez Álvarez",M,18,21.008.549-0,a.rodríguez@udp.cl,Universidad Diego Portales,+56 9 5519-8594,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Javier Elias, Soto Mendoza",M,29,18.353.626-9,javier.soto@udec.cl,Universidad de Concepción,+56 9 8655-9973,Ciencias Sociales y Humanidades,Sociología,8
"Elias Armando, Morales Sandoval",M,18,21.579.172-9,e.morales95@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4847-4616,Ciencias de la Salud,Kinesiología,2
"Pascual Gaspar, Vargas Arancibia",M,27,19.815.989-1,p.vargas23@uv.cl,Universidad de Valparaíso,+56 9 4432-4240,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Ruth Camila, Valdés Peña",F,30,18.854.763-6,r.valdés@userena.cl,Universidad de La Serena,+56 9 6057-9027,Ciencias Sociales y Humanidades,Derecho,8
"Diego Félix, Soto Campos",M,28,18.685.672-3,d.soto70@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4306-0369,Ciencias Sociales y Humanidades,Derecho,6
"Luz Cristina, Pérez Cabrera",F,23,20.817.345-5,luz.pérez@ua.cl,Universidad Austral de Chile,+56 9 4461-7800,Arte y Diseño,Diseño Gráfico,4
"Lorena Sofía, Araya Toro",F,21,20.222.097-K,l.araya@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7539-7153,Ciencias Naturales,Geología,2
"Rita Valeria, Valenzuela Valdés",F,29,18.151.970-4,r.valenzuela40@udec.cl,Universidad de Concepción,+56 9 6109-7539,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Claudia Tatiana, Toro Sáez",F,20,20.043.031-9,c.toro82@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0410-1997,Ciencias Sociales y Humanidades,Derecho,2
"Mónica Rocío, Bustos Riquelme",F,19,21.080.556-0,mónica.b91@ug.uchile.cl,Universidad de Chile,+56 9 2780-8791,Ciencias de la Salud,Medicina,1
"Alejandro Joaquín, Cisternas Ávila",M,23,20.531.270-7,a.cisternas@usach.cl,Universidad de Santiago de Chile,+56 9 8948-6687,Ciencias Naturales,Biología,2
"Quintín Kelvin, Vidal Romero",M,24,19.113.514-5,quintín.vidal@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1071-8791,Ciencias de la Salud,Kinesiología,6
"Eduardo Valentín, Martínez Catalán",M,30,18.650.203-1,e.martínez@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2267-9493,Ciencias Sociales y Humanidades,Trabajo Social,6
"Raúl Mauricio, Riquelme Cádiz",M,29,18.279.521-4,r.riquelme@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5547-7580,Ciencias Sociales y Humanidades,Psicología,6
"Gabriela Constanza, Riquelme Jiménez",F,30,18.562.432-7,g.riquelme65@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0317-7626,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Zaqueo Javier, Carvajal Figueroa",M,26,19.797.151-4,z.carvajal@ug.uchile.cl,Universidad de Chile,+56 9 4988-6738,Ciencias Naturales,Física,4
"Manuel Homero, Morales Mendoza",M,19,21.877.247-4,manuel.morales@udp.cl,Universidad Diego Portales,+56 9 7937-5062,Ciencias de la Salud,Odontología,3
"Joaquín Carlos, Díaz Ramírez",M,29,18.596.419-3,j.díaz4@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5000-1424,Ingeniería y Tecnología,Ingeniería Civil,7
"Alberto Renato, Vásquez Soto",M,30,18.736.034-4,alberto.vásquez@uv.cl,Universidad de Valparaíso,+56 9 9954-4206,Ciencias Naturales,Geología,7
"Diego Armando, Soto Calderón",M,27,19.648.710-1,d.soto22@ug.uchile.cl,Universidad de Chile,+56 9 4699-6490,Ingeniería y Tecnología,Ingeniería Civil en Computación,5
"Maximiliano Claudio, Valdés Reyes",M,27,19.563.357-1,m.valdés35@uai.cl,Universidad Adolfo Ibáñez,+56 9 1059-7689,Ciencias de la Salud,Medicina,6
"Diego Pedro, Hernández Villanueva",M,20,20.842.187-K,d.hernández35@udec.cl,Universidad de Concepción,+56 9 1339-7637,Ingeniería y Tecnología,Ingeniería Civil,4
"Flavio Rafael, Cabrera Valdés",M,23,20.350.403-2,flavio.c51@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2016-8795,Ciencias de la Salud,Kinesiología,3
"Mario Clemente, Baeza González",M,29,18.243.369-2,mario.b45@udec.cl,Universidad de Concepción,+56 9 8797-8765,Arte y Diseño,Arquitectura,8
"Diana Camila, Mora Vásquez",F,25,19.492.727-K,d.mora@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5543-1679,Ciencias de la Salud,Odontología,5
"Ana Valeria, Herrera Guzmán",F,24,19.979.205-2,a.herrera63@userena.cl,Universidad de La Serena,+56 9 7978-8147,Ciencias Naturales,Biología,5
"Beatriz Teresa, Barrios Salazar",F,27,19.204.081-K,beatriz.barrios@udec.cl,Universidad de Concepción,+56 9 6754-5625,Ciencias de la Salud,Enfermería,5
"Andrea Natalia, Orellana Valdés",F,28,18.408.152-2,andrea.orellana@udec.cl,Universidad de Concepción,+56 9 9338-8354,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,8
"Yerko Pedro, Salazar Fuentes",M,23,20.751.446-9,y.salazar5@ua.cl,Universidad Austral de Chile,+56 9 3362-8120,Arte y Diseño,Diseño Gráfico,2
"Federico Javier, Venegas Torres",M,22,20.439.590-K,f.venegas97@udec.cl,Universidad de Concepción,+56 9 1912-9937,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Luciano Manuel, Quinteros Arancibia",M,24,19.664.175-0,luciano.quinteros@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5075-0870,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5
"Gabriela Gabriela, Rodríguez Escobar",F,25,19.268.212-K,g.rodríguez@usach.cl,Universidad de Santiago de Chile,+56 9 9102-7803,Arte y Diseño,Diseño Gráfico,6
"Oscar Hernán, Soto Sáez",M,28,18.908.467-9,oscar.s34@udec.cl,Universidad de Concepción,+56 9 5871-3676,Ingeniería y Tecnología,Ingeniería Civil Industrial,8
"Flavio Simón, Álvarez Jiménez",M,22,20.072.605-8,flavio.á18@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8507-9276,Ciencias Naturales,Química,4
"Carolina Francisca, Herrera Toledo",F,29,18.423.756-K,carolina.herrera@userena.cl,Universidad de La Serena,+56 9 5255-5792,Ciencias Naturales,Física,6
"Flavio Yerko, Valenzuela Ríos",M,19,21.660.451-9,f.valenzuela89@udp.cl,Universidad Diego Portales,+56 9 2784-2491,Ciencias Sociales y Humanidades,Derecho,3
"Yago Gonzalo, Cuevas Cáceres",M,24,19.116.369-4,yago.cuevas@udp.cl,Universidad Diego Portales,+56 9 8703-6133,Ciencias de la Salud,Medicina,5
"Iván Federico, Quinteros Herrera",M,21,20.398.340-0,i.quinteros82@ug.uchile.cl,Universidad de Chile,+56 9 2332-5126,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3
"Ivonne Francisca, Valenzuela Ríos",F,23,20.328.848-6,i.valenzuela@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1329-9687,Ciencias de la Salud,Enfermería,2
"Álvaro Tobías, Gómez Vergara",M,28,18.611.232-2,á.gómez13@ug.uchile.cl,Universidad de Chile,+56 9 7348-9915,Ingeniería y Tecnología,Ingeniería Civil en Computación,7
"Jacinto Ignacio, Ovalle Ovalle",M,19,21.242.873-2,jacinto.ovalle@uv.cl,Universidad de Valparaíso,+56 9 1776-9211,Ciencias Sociales y Humanidades,Trabajo Social,2
"Gloria Mónica, Pizarro Espinoza",F,25,19.067.240-K,g.pizarro53@uai.cl,Universidad Adolfo Ibáñez,+56 9 4012-0207,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Ignacio Elias, Silva Valencia",M,24,19.987.114-5,ignacio.s42@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0146-0141,Ciencias de la Salud,Odontología,6
"Nemesio Alberto, Montes Rojas",M,23,20.564.701-4,n.montes96@udp.cl,Universidad Diego Portales,+56 9 9392-0739,Ciencias Sociales y Humanidades,Derecho,2
"Sergio Camilo, Sepúlveda Gómez",M,25,19.305.595-5,s.sepúlveda17@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1650-5307,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Pascual Pablo, Fernández Vidal",M,25,19.713.374-5,pascual.fernández@udec.cl,Universidad de Concepción,+56 9 0794-3198,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"César Rubén, Hernández Catalán",M,26,19.308.703-7,c.hernández48@ug.uchile.cl,Universidad de Chile,+56 9 5163-7835,Ingeniería y Tecnología,Ingeniería Civil,5
"Martín Tobías, Ríos López",M,21,20.628.131-3,m.ríos72@ua.cl,Universidad Austral de Chile,+56 9 2720-8657,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Leandro Fernando, Catalán Peña",M,27,19.358.133-5,leandro.catalán@ug.uchile.cl,Universidad de Chile,+56 9 6715-4640,Ciencias Naturales,Biología,4
"Adolfo Ramón, Valdés Gómez",M,19,21.805.650-2,a.valdés97@udec.cl,Universidad de Concepción,+56 9 3772-0333,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Patricio Waldo, Venegas Sáez",M,22,20.497.830-7,p.venegas65@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1518-7760,Ciencias Sociales y Humanidades,Sociología,2
"Diego Ricardo, Sáez Barrios",M,21,20.496.006-5,d.sáez1@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3535-4283,Ciencias Sociales y Humanidades,Trabajo Social,3
"Antonella Luz, Villanueva Aguilera",F,21,20.961.921-6,a.villanueva@ug.uchile.cl,Universidad de Chile,+56 9 6902-9518,Ciencias Sociales y Humanidades,Derecho,3
"Jorge Joaquín, Villanueva Rojas",M,22,20.775.950-5,jorge.v92@uv.cl,Universidad de Valparaíso,+56 9 7302-7485,Ciencias Naturales,Geología,2
"Javiera Isabella, Venegas Álvarez",F,26,19.944.716-9,j.venegas@uai.cl,Universidad Adolfo Ibáñez,+56 9 5098-0167,Ciencias de la Salud,Medicina,4
"Daniela Paulina, Montes Ríos",F,23,20.264.103-6,d.montes94@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6852-7865,Ingeniería y Tecnología,Ingeniería Civil en Computación,3
"Rafael Rubén, Cisternas Cuevas",M,24,19.678.815-3,rafael.c4@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3636-6918,Ingeniería y Tecnología,Ingeniería Civil Industrial,5
"Ricardo Mauricio, Bustos Contreras",M,27,19.251.284-4,r.bustos50@ug.uchile.cl,Universidad de Chile,+56 9 1253-4582,Ciencias Sociales y Humanidades,Derecho,6
"Simón Nelson, Álvarez Gómez",M,20,20.964.786-6,s.álvarez39@ug.uchile.cl,Universidad de Chile,+56 9 3999-4888,Arte y Diseño,Diseño Gráfico,4
"Andrés Pablo, Cisternas Leiva",M,19,21.818.816-9,andrés.cisternas@ug.uchile.cl,Universidad de Chile,+56 9 5853-4233,Ciencias Sociales y Humanidades,Derecho,1
"Ingrid Ingrid, Torres Toledo",F,18,21.709.816-5,ingrid.t73@userena.cl,Universidad de La Serena,+56 9 0934-7914,Ciencias de la Salud,Enfermería,3
"Rafael Dante, Ortega Cuevas",M,30,18.890.438-9,r.ortega53@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8781-3835,Ciencias de la Salud,Kinesiología,6
"Andrea Ximena, Calderón Vásquez",F,23,20.570.850-7,andrea.c65@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0851-0196,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Jacinto Ximeno, Valencia Guzmán",M,18,21.401.965-8,j.valencia66@ug.uchile.cl,Universidad de Chile,+56 9 1963-6665,Arte y Diseño,Arte Digital,2
"Elias Cristián, Fariña Fariña",M,21,20.208.386-4,e.fariña27@ug.uchile.cl,Universidad de Chile,+56 9 9406-9883,Ingeniería y Tecnología,Ingeniería Civil,4
"Sara Valeria, Villanueva Valdés",F,21,20.821.470-3,s.villanueva98@uv.cl,Universidad de Valparaíso,+56 9 4116-4776,Ciencias Sociales y Humanidades,Sociología,4
"Julio Quintín, Sepúlveda Ríos",M,27,19.142.001-1,j.sepúlveda@ug.uchile.cl,Universidad de Chile,+56 9 9956-6146,Ciencias Sociales y Humanidades,Derecho,5
"Olga Antonia, Valdés Riquelme",F,27,19.265.619-1,o.valdés@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2829-3720,Ciencias Naturales,Geología,4
"Mario Pablo, Campos Cisternas",M,20,20.093.853-6,m.campos99@userena.cl,Universidad de La Serena,+56 9 1135-5007,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Clemente Alejandro, Salazar Ávila",M,18,21.719.458-3,c.salazar21@uv.cl,Universidad de Valparaíso,+56 9 1259-5631,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Benjamín Roberto, Cisternas Valdés",M,26,19.318.500-1,b.cisternas32@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8296-9243,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Isabella Mónica, Cáceres Martínez",F,20,20.045.901-3,i.cáceres72@ua.cl,Universidad Austral de Chile,+56 9 9286-4074,Ingeniería y Tecnología,Ingeniería Civil,3
"Feliciano Hugo, Aguilera Santos",M,30,18.710.063-8,f.aguilera57@uv.cl,Universidad de Valparaíso,+56 9 2687-4694,Ciencias Sociales y Humanidades,Sociología,6
"Leonardo Félix, Palma Cuevas",M,26,19.730.688-4,leonardo.p76@udec.cl,Universidad de Concepción,+56 9 5217-9615,Ciencias Naturales,Biología,5
"Federico Martín, Vidal Rodríguez",M,24,19.933.682-3,federico.vidal@uv.cl,Universidad de Valparaíso,+56 9 7004-2922,Ciencias Sociales y Humanidades,Derecho,6
"Waldo Xavier, Cabrera Bravo",M,20,20.498.820-9,w.cabrera@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8807-1171,Ciencias de la Salud,Kinesiología,2
"Eugenio Sergio, Pizarro Castro",M,30,18.092.971-0,eugenio.p79@udec.cl,Universidad de Concepción,+56 9 7583-4565,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Emilia Magdalena, Lagos Romero",F,29,18.647.422-1,e.lagos78@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7386-4267,Arte y Diseño,Arte Digital,6
"Ernesto Flavio, Araya Carrasco",M,28,18.979.979-K,e.araya@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 7104-1135,Arte y Diseño,Diseño Gráfico,6
"Ingrid Montserrat, Valencia Gutiérrez",F,30,18.636.488-8,i.valencia37@userena.cl,Universidad de La Serena,+56 9 7096-1826,Ciencias Sociales y Humanidades,Trabajo Social,6
"Magdalena Antonia, Mora Soto",F,27,19.422.418-9,m.mora84@udp.cl,Universidad Diego Portales,+56 9 8138-8455,Ciencias Sociales y Humanidades,Sociología,5
"Luz Paulina, Peña Catalán",F,29,18.073.593-K,l.peña@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 9192-0320,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Eva Gabriela, Gutiérrez Torres",F,28,18.210.930-1,e.gutiérrez@usach.cl,Universidad de Santiago de Chile,+56 9 5082-4827,Ciencias Naturales,Química,6
"Elena Elisa, Osorio Bustos",F,22,20.520.040-0,elena.o75@uv.cl,Universidad de Valparaíso,+56 9 9566-0573,Arte y Diseño,Arquitectura,3
"Martín Dante, Pizarro Valenzuela",M,22,20.842.466-2,martín.pizarro@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5028-4382,Ciencias Sociales y Humanidades,Trabajo Social,3
"Eduardo Elias, Vásquez Venegas",M,18,21.908.419-0,eduardo.v50@udec.cl,Universidad de Concepción,+56 9 0905-9652,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Elena Beatriz, Barrios Herrera",F,30,18.049.076-7,elena.barrios@uv.cl,Universidad de Valparaíso,+56 9 6340-6819,Ingeniería y Tecnología,Ingeniería Civil Industrial,8
"Adolfo Roberto, Rojas Rivas",M,20,20.125.798-2,adolfo.r87@uv.cl,Universidad de Valparaíso,+56 9 5384-4315,Ciencias Naturales,Química,2
"Ignacio Valentín, Toro Riquelme",M,19,21.273.825-6,i.toro23@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2756-9376,Ciencias de la Salud,Kinesiología,2
"Mario Urbano, Guzmán Rivas",M,29,18.810.569-9,m.guzmán12@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2789-3984,Ingeniería y Tecnología,Ingeniería Civil Mecánica,7
"Sebastián Ricardo, Ibarra Fernández",M,22,20.954.368-4,sebastián.ibarra@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8776-9334,Ciencias de la Salud,Kinesiología,3
"Rafael Mario, Valdés Pizarro",M,24,19.705.458-6,rafael.v58@ug.uchile.cl,Universidad de Chile,+56 9 0567-8492,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Leandro Joaquín, Pavez Suárez",M,23,20.468.836-2,l.pavez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8442-2881,Ciencias Sociales y Humanidades,Psicología,4
"Beatriz Belen, Martínez Vásquez",F,23,20.209.302-2,beatriz.martínez@usach.cl,Universidad de Santiago de Chile,+56 9 6169-9223,Arte y Diseño,Arquitectura,4
"Emiliana Diana, Gutiérrez Lara",F,28,18.626.193-2,e.gutiérrez98@ug.uchile.cl,Universidad de Chile,+56 9 6899-5873,Ciencias de la Salud,Medicina,8
"Eugenio Claudio, Ávila López",M,24,19.064.677-K,eugenio.ávila@ug.uchile.cl,Universidad de Chile,+56 9 7860-3355,Ciencias de la Salud,Enfermería,5
"Salvador Nicolás, Silva Silva",M,28,18.399.879-6,salvador.s13@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6486-5513,Ciencias de la Salud,Kinesiología,8
"Kelvin Alejandro, Oyarzún Peña",M,26,19.928.800-2,k.oyarzún21@usach.cl,Universidad de Santiago de Chile,+56 9 9539-2170,Ciencias Naturales,Física,6
"Marco Oscar, Sepúlveda Espinoza",M,24,19.124.575-6,marco.sepúlveda@uai.cl,Universidad Adolfo Ibáñez,+56 9 2100-2424,Ciencias de la Salud,Enfermería,6
"Álvaro Ernesto, Romero Avendaño",M,18,21.664.407-1,á.romero82@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8427-8103,Ciencias Sociales y Humanidades,Trabajo Social,3
"Félix Andrés, Bravo Ortiz",M,26,19.469.806-K,félix.bravo@ua.cl,Universidad Austral de Chile,+56 9 2801-0530,Ciencias de la Salud,Kinesiología,5
"Jorge Mauricio, Ovalle Lagos",M,18,21.760.203-2,j.ovalle16@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0378-1035,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Marcela Romina, Avendaño Osorio",F,22,20.155.685-1,m.avendaño@udec.cl,Universidad de Concepción,+56 9 6862-7823,Ciencias Sociales y Humanidades,Trabajo Social,3
"Margarita Daniela, Ovalle González",F,28,18.583.411-4,margarita.o30@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9522-6136,Ciencias Sociales y Humanidades,Psicología,6
"Nelson Zaqueo, Lara Fernández",M,19,21.810.467-8,nelson.lara@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 4688-2742,Ciencias de la Salud,Enfermería,2
"Ulises Flavio, Baeza Flores",M,22,20.660.803-5,u.baeza47@ug.uchile.cl,Universidad de Chile,+56 9 7708-1151,Ingeniería y Tecnología,Ingeniería Civil,2
